"2022-07-04 09:48:49 [restartedMain] INFO  c.c.a.AuthorizationApplication - Starting AuthorizationApplication using Java 17.0.2 on DESKTOP-AFP5QJR with PID 11820 (C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization\target\classes started by HP in C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization)
""2022-07-04 15:27:20 [restartedMain] INFO  c.c.a.AuthorizationApplication - Starting AuthorizationApplication using Java 17.0.2 on DESKTOP-AFP5QJR with PID 4392 (C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization\target\classes started by HP in C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization)
""2022-07-04 15:27:20 [restartedMain] INFO  c.c.a.AuthorizationApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-04 15:27:22 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-04 15:27:22 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 32 ms. Found 1 JPA repository interfaces.
""2022-07-04 15:27:22 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
""2022-07-04 15:27:22 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-04 15:27:22 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.58]
""2022-07-04 15:27:22 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-04 15:27:22 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1953 ms
""2022-07-04 15:27:22 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2022-07-04 15:27:22 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2022-07-04 15:27:22 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:pms'
""2022-07-04 15:27:23 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-04 15:27:23 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-04 15:27:23 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-04 15:27:23 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-04 15:27:23 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-04 15:27:23 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure any request
""2022-07-04 15:27:23 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2022-07-04 15:27:24 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
""2022-07-04 15:27:24 [restartedMain] INFO  c.c.a.AuthorizationApplication - Started AuthorizationApplication in 3.286 seconds (JVM running for 1650.668)
""2022-07-04 15:27:24 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2022-07-04 15:27:55 [restartedMain] INFO  c.c.a.AuthorizationApplication - Starting AuthorizationApplication using Java 17.0.2 on DESKTOP-AFP5QJR with PID 14320 (C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization\target\classes started by HP in C:\Users\HP\Downloads\5_6143241665072072678\Portfolio project\Portfolio project\Authorization)
""2022-07-04 15:27:55 [restartedMain] INFO  c.c.a.AuthorizationApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-04 15:27:56 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2022-07-04 15:27:56 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2022-07-04 15:28:00 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-04 15:28:00 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 160 ms. Found 1 JPA repository interfaces.
""2022-07-04 15:28:02 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
""2022-07-04 15:28:02 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-04 15:28:02 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.58]
""2022-07-04 15:28:03 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-04 15:28:03 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 6818 ms
""2022-07-04 15:28:03 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-04 15:28:04 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-04 15:28:04 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:pms'
""2022-07-04 15:28:05 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-04 15:28:05 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.5.Final
""2022-07-04 15:28:05 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-04 15:28:06 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-04 15:28:08 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-04 15:28:08 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-04 15:28:10 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-04 15:28:12 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure any request
""2022-07-04 15:28:13 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-07-04 15:28:13 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
""2022-07-04 15:28:14 [restartedMain] INFO  c.c.a.AuthorizationApplication - Started AuthorizationApplication in 21.128 seconds (JVM running for 23.641)
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-07-04 15:28:45 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Received request to generate token for blessy
""2022-07-04 15:28:48 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:48 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:48 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:48 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:28:55 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:28:55 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:00 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:00 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-07-04 15:29:00 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:00 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:00 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:00 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:00 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:00 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:00 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:00 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:19 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:19 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-07-04 15:29:20 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-07-04 15:29:20 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
"
